OBJECTID_1,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2020","# Renter-occupied housing units, 2020 (MOE)","# Gross rent less than $500, 2020","# Gross rent less than $500, 2020 (MOE)","% Gross rent less than $500, 2020","% Gross rent less than $500, 2020 (MOE)","# Gross rent $500 to $999, 2020","# Gross rent $500 to $999, 2020 (MOE)","% Gross rent $500 to $999, 2020","% Gross rent $500 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 to $2,499, 2020","# Gross rent $2,000 to $2,499, 2020 (MOE)","% Gross rent $2,000 to $2,499, 2020","% Gross rent $2,000 to $2,499, 2020 (MOE)","# Gross rent $2,500 to $2,999, 2020","# Gross rent $2,500 to $2,999, 2020 (MOE)","% Gross rent $2,500 to $2,999, 2020","% Gross rent $2,500 to $2,999, 2020 (MOE)","# Gross rent $3,000 or more, 2020","# Gross rent $3,000 or more, 2020 (MOE)","% Gross rent $3,000 or more, 2020","% Gross rent $3,000 or more, 2020 (MOE)","# Gross rent less than $200, 2020","# Gross rent less than $200, 2020 (MOE)","% Gross rent less than $200, 2020","% Gross rent less than $200, 2020 (MOE)","# Gross rent $200 to $499, 2020","# Gross rent $200 to $499, 2020 (MOE)","% Gross rent $200 to $499, 2020","% Gross rent $200 to $499, 2020 (MOE)","# Gross rent $500 to $749, 2020","# Gross rent $500 to $749, 2020 (MOE)","% Gross rent $500 to $749, 2020","% Gross rent $500 to $749, 2020 (MOE)","# Gross rent $750 to $999, 2020","# Gross rent $750 to $999, 2020 (MOE)","% Gross rent $750 to $999, 2020","% Gross rent $750 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 or more, 2020","# Gross rent $2,000 or more, 2020 (MOE)","% Gross rent $2,000 or more, 2020","% Gross rent $2,000 or more, 2020 (MOE)","# Gross rent less than $750, 2020","# Gross rent less than $750, 2020 (MOE)","% Gross rent less than $750, 2020","% Gross rent less than $750, 2020 (MOE)","# Gross rent $1,000 or more, 2020","# Gross rent $1,000 or more, 2020 (MOE)","% Gross rent $1,000 or more, 2020","% Gross rent $1,000 or more, 2020 (MOE)",Shape__Area,Shape__Length
428,Georgia Mountains,No,30537,4137,ZCTA,2020 ZCTA 30537,281.28476,205.03226,10.802905,45.689275,4.1,17.2,51.157156,49.500298,19.6,11.1,199.33865,201.02153,76.3,48.5,0,14.076597,0,5.4,0,14.076597,0,5.4,0,14.076597,0,5.4,0,19.907315,0,7.6,0.01678909,24.370017,0,9.3,10.786116,38.647278,4.1,14.4,15.385869,29.72001,5.9,10.4,35.771287,39.585357,13.7,10.7,199.33865,201.02153,76.3,48.5,0,14.076597,0,5.4,0,28.153195,0,10.8,26.188774,54.504943,10,19.3,199.33865,202.00484,76.3,49.1,525315653.777832,204006.562457796
429,Northwest Georgia,No,30540,4140,ZCTA,2020 ZCTA 30540,2137.2217,327.71009,391.3564,169.43109,21.6,8.6,884.6671,266.96962,48.9,12.1,284.44277,122.00907,15.7,6.2,192.63479,148.21545,10.7,8,46.610928,75.239299,2.6,4.1,9,34.349868,0.5,1.9,0,47.977358,0,2.7,66.089789,78.771947,3.7,4.3,325.26661,150.00625,18,7.7,472.40913,203.3735,26.1,10.3,412.25797,172.95085,22.8,8.7,284.44277,122.00907,15.7,6.2,192.63479,148.21545,10.7,8,55.610928,95.617427,3.1,5.3,863.76553,264.70299,47.8,12.1,523.68849,206.19162,29,10.2,5603607927.26611,454420.61882575
430,Northwest Georgia,No,30541,4141,ZCTA,2020 ZCTA 30541,142.9238,75.587164,25.799564,35.304299,25.3,30.4,54.334629,58.630533,53.2,45.8,21.50875,39.276833,21.1,35.9,0,10.56517,0,10.3,0.49614546,7.0430557,0.5,6.9,0,10.56517,0,10.3,0,14.941407,0,14.6,0,18.299411,0,17.9,25.799564,30.191474,25.3,24.6,29.575738,45.311056,29,40.2,24.758891,37.208166,24.2,32.9,21.50875,39.276833,21.1,35.9,0,10.56517,0,10.3,0.49614546,19.607985,0.5,19.2,55.375302,57.441147,54.2,43.9,22.004895,41.278288,21.5,37.9,2055364286.4563,377878.724800522
431,Georgia Mountains,No,30546,4145,ZCTA,2020 ZCTA 30546,703.9181,170.16785,65.685534,72.339167,10.5,11.3,353.89767,132.33698,56.8,14.8,154.21032,97.179414,24.8,14.1,39.908116,25.989603,6.4,3.8,6,21.62081,1,3.5,0,24.134197,0,3.9,3,31.383417,0.5,5,13,39.841917,2.1,6.4,52.685534,60.378612,8.5,9.4,183.67233,90.344813,29.5,12.2,170.22534,96.700012,27.3,13.7,154.21032,97.179414,24.8,14.1,39.908116,25.989603,6.4,3.8,9,45.109176,1.4,7.2,249.35786,115.73738,40,15.2,200.11844,102.89197,32.1,14.1,3760780302.66479,311266.708116132
432,GM / NW,No,30572,4165,ZCTA,2020 ZCTA 30572,79.655491,56.779221,0.85670084,24.408025,1.7,49,31.207763,43.352382,62.7,69.1,16.202902,25.355979,32.5,42.9,0,8.0814215,0,16.2,1.5420614,10.755621,3.1,21.4,0,8.0814215,0,16.2,0,11.428856,0,22.9,0,13.997433,0,28.1,0.85670084,19.995588,1.7,40.1,18.383871,34.925573,36.9,62.8,12.823892,25.683328,25.7,46.8,16.202902,25.355979,32.5,42.9,0,8.0814215,0,16.2,1.5420614,17.652521,3.1,35.3,19.240572,42.60924,38.6,79.1,17.744963,28.703979,35.6,49.2,2994367231.03955,302579.824774237
433,Georgia Mountains,No,30573,4166,ZCTA,2020 ZCTA 30573,4.7448773,11.028673,2.442189,15.504285,55,323.4,0.65996229,13.885051,14.9,310.9,0.61596482,8.2975891,13.9,184,0.71877891,4.3701332,16.2,90.5,0,4.9434363,0,111.4,0,4.9434363,0,111.4,0,6.9910747,0,157.6,0.30798241,8.924591,6.9,200.5,2.1342066,12.678112,48.1,261.3,0.21998743,10.776742,5,242.6,0.43997486,8.7553696,9.9,195.9,0.61596482,8.2975891,13.9,184,0.71877891,4.3701332,16.2,90.5,0,9.8868726,0,222.8,2.6621764,18.881764,60,400.4,1.3347437,10.601208,30.1,227.7,58136399.0141602,50185.3924613862
434,Georgia Mountains,No,30576,4168,ZCTA,2020 ZCTA 30576,215.38331,90.181257,32.736378,51.018932,24.2,36.1,43.680138,42.175949,32.3,27.5,20.683239,31.394372,15.3,22.2,0.1813136,15.025922,0.1,11.1,0,15.070675,0,11.2,0,15.070675,0,11.2,37.828243,40.991835,28,27.5,6.7838711,28.342443,5,20.9,25.952507,42.422133,19.2,30.1,31.301493,33.793966,23.2,22.7,12.378645,25.23447,9.2,18.2,20.683239,31.394372,15.3,22.2,0.1813136,15.025922,0.1,11.1,37.828243,46.201527,28,31.7,64.037871,61.196107,47.4,39.8,20.864552,37.927697,15.4,27.2,1143562674.63452,268118.940832791
435,Georgia Mountains,No,30538,4138,ZCTA,2020 ZCTA 30538,187.83803,94.726328,13.683652,41.363019,7.8,23.2,145.6929,89.992946,82.9,28.8,16.301477,29.8867,9.3,16.3,0.04228188,13.274964,0,7.6,0,13.286789,0,7.6,0,13.286789,0,7.6,0,18.790357,0,10.7,0.07852349,23.017199,0,13.1,13.605128,34.367251,7.7,19.2,65.492776,60.396542,37.3,28.6,80.20012,66.715725,45.6,30,16.301477,29.8867,9.3,16.3,0.04228188,13.274964,0,7.6,0,26.573577,0,15.1,79.176428,73.202744,45.1,34.7,16.343759,35.298417,9.3,19.5,764096198.154297,219932.671621295
436,Georgia Mountains,No,30581,4170,ZCTA,2020 ZCTA 30581,6.082468,15.013495,1.2964033,9.8178847,30.3,213.9,1.2030924,7.5854046,28.1,159.6,0.97643447,6.8199197,22.8,146.6,0,2.8935765,0,67.7,0,2.8935765,0,67.7,0,2.8935765,0,67.7,0.80025446,6.5332404,18.7,143.9,0.37837839,5.7360385,8.8,131.9,0.91802491,7.9679811,21.5,176.7,0.6468606,5.5898271,15.1,123.9,0.55623181,5.1275917,13,114.5,0.97643447,6.8199197,22.8,146.6,0,2.8935765,0,67.7,0.80025446,7.7090077,18.7,172.8,1.9432639,11.297656,45.4,232.8,0.97643447,7.9534191,22.8,175.1,7888915.33911133,30990.5391671553
437,ARC / GM,Yes,30518,4121,ZCTA,2020 ZCTA 30518,3863.2816,533.90673,59.514424,178.5397,1.6,4.8,885.05981,295.76346,23.8,7.2,1295.1968,301.34822,34.9,6.5,1126.0608,378.05003,30.3,9.2,232.06365,134.70272,6.3,3.5,27.171517,62.041906,0.7,1.7,86.613738,114.05147,2.3,3.1,27.631697,110.13461,0.7,3,31.882727,140.52329,0.9,3.8,345.08744,197.43686,9.3,5.2,539.97237,220.21514,14.5,5.6,1295.1968,301.34822,34.9,6.5,1126.0608,378.05003,30.3,9.2,345.84891,187.08757,9.3,4.9,404.60186,266.19117,10.9,7,2653.3212,501.87389,71.5,9,1316724273.93237,193433.547699505
438,Heart of Georgia Altamaha,No,30473,4108,ZCTA,2020 ZCTA 30473,189.27859,71.714875,13.708333,37.850475,14.5,39,54.92402,38.904242,58.1,20,13.588235,31.868397,14.4,32.5,12.352942,38.28535,13.1,39.7,0,14.444733,0,15.3,0,14.444733,0,15.3,0,20.427938,0,21.6,4.5694444,20.958448,4.8,22,9.1388888,31.51828,9.7,32.8,38.544118,31.984614,40.8,22.5,16.379902,22.147788,17.3,20.8,13.588235,31.868397,14.4,32.5,12.352942,38.28535,13.1,39.7,0,28.889467,0,30.5,52.252451,49.554758,55.3,39.7,25.941177,51.865336,27.4,52.1,2346591490.76917,377221.288775405
439,Heart of Georgia Altamaha,No,30445,4089,ZCTA,2020 ZCTA 30445,356.53579,85.979846,67.791646,54.516503,24.1,18,177.29501,81.000866,63.1,21.5,36.027812,37.862014,12.8,12.9,0,16.854761,0,6,0,16.854761,0,6,0,16.854761,0,6,0,23.836232,0,8.5,8.5132999,27.919579,3,9.9,59.278346,46.824632,21.1,15.4,119.11407,58.79151,42.4,16.5,58.180943,55.719823,20.7,18.8,36.027812,37.862014,12.8,12.9,0,16.854761,0,6,0,33.709522,0,12,186.90571,80.177869,66.5,20.2,36.027812,44.74034,12.8,15.4,2382776099.15161,412906.560156343
440,Coastal Regional Commission,No,30446,4090,ZCTA,2020 ZCTA 30446,117.73693,74.092295,3.4504328,28.944658,5.2,43.5,51.05486,42.473519,77,35.8,11.801192,25.454026,17.8,36.4,0,10.483423,0,15.8,0,10.483423,0,15.8,0,10.483423,0,15.8,0,14.825798,0,22.4,1.9716759,16.038933,3,24.1,1.4787569,24.094519,2.2,36.3,34.997247,33.800773,52.8,35.7,16.057613,25.719789,24.2,35,11.801192,25.454026,17.8,36.4,0,10.483423,0,15.8,0,20.966845,0,31.6,38.44768,44.500399,58,53.9,11.801192,29.456947,17.8,42.7,1541606050.73022,289651.388157738
441,Heart of Georgia Altamaha,No,30448,4091,ZCTA,2020 ZCTA 30448,5.4847398,15.9787,1.2994614,9.5542106,27.1,183.2,3.0039497,13.243622,62.7,208.1,0.32064632,4.4187866,6.7,90.1,0.16876122,2.2084382,3.5,44.9,0,1.8187138,0,37.9,0,1.8187138,0,37.9,0,2.5720497,0,53.7,0,3.1501047,0,65.7,1.2994614,9.0199657,27.1,171,2.5820467,12.482001,53.9,208.4,0.42190304,4.4264181,8.8,88.8,0.32064632,4.4187866,6.7,90.1,0.16876122,2.2084382,3.5,44.9,0,3.6374276,0,75.9,3.8815081,15.718883,81,228.9,0.48940754,5.2640853,10.2,105.8,65200062.9287109,46867.2310586994
442,Northeast Georgia,No,30602,4175,ZCTA,2020 ZCTA 30602,56.831081,20.072086,7.1694595,25.699505,12.6,45,38.120541,26.334655,67.1,39.8,9.2678378,16.431414,16.3,28.3,1.5737838,5.0180215,2.8,8.8,0.69945943,2.5090108,1.2,4.4,0,8.3633688,0,14.7,0,11.82759,0,20.8,3.4972973,17.241527,6.2,30.3,3.6721622,19.057657,6.5,33.5,23.257027,20.929321,40.9,33.9,14.863514,15.983665,26.2,26.6,9.2678378,16.431414,16.3,28.3,1.5737838,5.0180215,2.8,8.8,0.69945943,14.701461,1.2,25.9,30.426487,33.143642,53.5,55.2,11.541081,17.362806,20.3,29.7,16839313.0244141,31759.5162482351
443,Northeast Georgia,No,30621,4182,ZCTA,2020 ZCTA 30621,250.28832,101.23936,1.1874145,59.756333,0.6,30.3,119.2238,90.99299,60.4,36.7,57.471565,48.399387,29.1,20.5,19.168171,24.900132,9.7,11.8,0.47583279,14.664956,0.2,7.4,0,20.02777,0,10.1,0,28.323543,0,14.3,1.1874145,34.119642,0.6,17.3,0,49.057816,0,24.8,30.351782,60.433535,15.4,29.8,88.872013,68.02582,45,27.5,57.471565,48.399387,29.1,20.5,19.168171,24.900132,9.7,11.8,0.47583279,37.661593,0.2,19.1,31.539196,84.988419,16,42.4,77.115569,56.370011,39,22.1,1282255600.40039,299555.710748515
444,GM / NE,No,30624,4185,ZCTA,2020 ZCTA 30624,238.15132,102.13087,27.317205,36.302366,14.2,17.5,153.68076,85.72148,79.8,21.4,6.130227,20.562749,3.2,10.6,0.41067961,12.569871,0.2,6.5,5.0120316,10.529586,2.6,5.3,0,12.828582,0,6.7,0,18.142355,0,9.4,0,22.219756,0,11.5,27.317205,28.707912,14.2,13.2,102.25481,70.097725,53.1,25.5,51.425951,49.34046,26.7,22,6.130227,20.562749,3.2,10.6,0.41067961,12.569871,0.2,6.5,5.0120316,24.588407,2.6,12.7,129.57202,78.940185,67.3,24.4,11.552938,26.300199,6,13.3,1286711173.10059,306346.738222458
445,Coastal Regional Commission,No,30449,4092,ZCTA,2020 ZCTA 30449,7.4020457,18.541807,0.23131392,6.9387565,5.7,171.5,3.3044847,10.364786,82,141.9,0.4956727,4.7403055,12.3,113.1,0,2.5449538,0,63.1,0,2.5449538,0,63.1,0,2.5449538,0,63.1,0,3.5991082,0,89.3,0.13217938,3.8174307,3.3,94.3,0.09913454,5.79427,2.5,143.6,2.3461841,8.4933446,58.2,145.7,0.95830053,5.9406983,23.8,133.6,0.4956727,4.7403055,12.3,113.1,0,2.5449538,0,63.1,0,5.0899076,0,126.3,2.577498,10.967372,63.9,214.6,0.4956727,5.9518129,12.3,144.1,8341278.81811523,23504.7433933286
446,Northeast Georgia,No,30605,4176,ZCTA,2020 ZCTA 30605,10756.99,664.20506,603.06862,249.00739,5.7,2.3,6407.5036,672.98573,60.5,5.1,2775.3881,474.56601,26.2,4.2,699.38019,218.68941,6.6,2,53.778663,64.22848,0.5,0.6,31.592157,69.469491,0.3,0.7,16.324067,72.408123,0.2,0.7,104.03913,138.4132,1,1.3,499.02949,206.99389,4.7,1.9,3027.3026,494.66195,28.6,4.3,3380.201,456.31058,31.9,3.8,2775.3881,474.56601,26.2,4.2,699.38019,218.68941,6.6,2,101.69489,119.1396,1,1.1,3630.3712,553.80062,34.3,4.8,3528.5469,526.46297,33.3,4.5,1082297268.30981,257356.808452514
447,Heart of Georgia Altamaha,No,30451,4094,ZCTA,2020 ZCTA 30451,2.5621119,7.7109061,0.27329192,5.6847841,20.3,414.3,1.076087,6.0033635,79.7,327.4,0,2.5875958,0,191.8,0,1.8297065,0,135.6,0,1.8297065,0,135.6,0,1.8297065,0,135.6,0,2.5875958,0,191.8,0,3.1691447,0,234.9,0.27329192,4.7194589,20.3,341.3,0.51242238,4.3227695,38,286.4,0.5636646,4.1658177,41.8,265.4,0,2.5875958,0,191.8,0,1.8297065,0,135.6,0,3.6594131,0,271.2,0.78571429,7.1416459,58.2,481.4,0,3.6594131,0,271.2,6764844.95654297,15033.1621482682
448,CRC / HOGA,No,30452,4095,ZCTA,2020 ZCTA 30452,190.20109,108.19931,3.5518136,31.884126,1.9,17,142.7101,107.89462,76.2,37.6,37.939004,34.490116,20.3,14.3,2.9611266,7.1613316,1.6,3.7,0,10.9266,0,5.8,0,10.9266,0,5.8,0,15.452546,0,8.3,0,18.925426,0,10.1,3.5518136,25.659808,1.9,13.7,56.032435,43.547708,29.9,15.7,86.677663,98.715983,46.3,45.6,37.939004,34.490116,20.3,14.3,2.9611266,7.1613316,1.6,3.7,0,21.8532,0,11.7,59.584248,53.972219,31.8,22.3,40.90013,36.881477,21.9,15.2,1656833094.55078,254545.859347416
449,Heart of Georgia Altamaha,No,30474,4109,ZCTA,2020 ZCTA 30474,2241.6884,334.24877,711.95079,241.97433,33.5,10.1,1170.31,273.98216,55.1,9.6,239.01522,121.31689,11.2,5.4,3.6162109,37.797946,0.2,1.8,0,33.043677,0,1.6,0,33.043677,0,1.6,0,46.730816,0,2.2,146.18155,126.74161,6.9,5.9,565.76924,206.12652,26.6,8.8,759.19191,221.09001,35.7,8.8,411.11807,161.81914,19.3,7,239.01522,121.31689,11.2,5.4,3.6162109,37.797946,0.2,1.8,0,66.087353,0,3.1,1471.1427,327.76877,69.2,11.1,242.63143,131.29492,11.4,5.9,3620469856.13672,659233.822355162
450,Georgia Mountains,No,30545,4144,ZCTA,2020 ZCTA 30545,92.803278,53.075561,21.483575,32.009429,26.2,35.7,33.446383,42.025607,40.8,45,27.000608,33.692772,33,36,0,11.325999,0,13.8,0,11.325999,0,13.8,0,11.325999,0,13.8,0,16.017381,0,19.5,5.4957981,19.270316,6.7,23.2,15.987777,25.558922,19.5,28.9,18.324732,28.64794,22.4,32.2,15.12165,30.748125,18.5,35.8,27.000608,33.692772,33,36,0,11.325999,0,13.8,0,22.651998,0,27.6,39.808307,42.957048,48.6,43.4,27.000608,37.306291,33,40.9,1299002645.83789,197912.686359157
451,Northeast Georgia,No,30609,4179,ZCTA,2020 ZCTA 30609,133.51352,30.765371,16.843243,39.390766,12.6,29.4,89.556756,40.364286,67.1,26,21.772973,25.185151,16.3,18.5,3.6972973,7.6913428,2.8,5.7,1.6432432,3.8456714,1.2,2.9,0,12.818905,0,9.6,0,18.128669,0,13.6,8.2162161,26.42685,6.2,19.7,8.6270269,29.210513,6.5,21.8,54.637837,32.079293,40.9,22.1,34.918919,24.498869,26.2,17.3,21.772973,25.185151,16.3,18.5,3.6972973,7.6913428,2.8,5.7,1.6432432,22.533579,1.2,16.9,71.48108,50.800723,53.5,36,27.113513,26.612737,20.3,19.4,11310818.6230469,22470.4064674179
452,Northeast Georgia,Partial,30622,4183,ZCTA,2020 ZCTA 30622,1030.8826,278.15294,0.20350877,80.617819,0,8.4,535.21336,206.0897,55.7,14.7,198.57991,123.11634,20.7,11.4,179.50439,191.59758,18.7,19.3,23.01866,57.001289,2.4,5.9,23.621997,33.234908,2.5,3.4,0,37.976522,0,4,0.04912281,46.532688,0,4.8,0.15438596,65.83268,0,6.9,137.92307,117.14693,14.4,11.5,397.29028,169.55695,41.4,13.3,198.57991,123.11634,20.7,11.4,179.50439,191.59758,18.7,19.3,46.640657,76.130955,4.9,7.8,138.12658,142.20632,14.4,14.3,401.10295,234.76885,41.8,21.5,1043210217.88623,248781.971653114
453,Heart of Georgia Altamaha,No,30453,4096,ZCTA,2020 ZCTA 30453,1153.731,211.86888,411.24925,165.95989,46.3,16.1,410.76154,145.7561,46.2,13.4,67.059108,57.702411,7.5,6.3,0,25.46247,0,2.9,0,25.46247,0,2.9,0,25.46247,0,2.9,0,36.009371,0,4.1,88.754967,88.699711,10,9.8,322.49428,140.26776,36.3,13.9,252.52489,121.89943,28.4,12.4,158.23665,79.908505,17.8,8.2,67.059108,57.702411,7.5,6.3,0,25.46247,0,2.9,0,50.924941,0,5.7,663.77414,205.91784,74.7,17.4,67.059108,68.01649,7.5,7.5,3634732148.33032,506698.988081489
454,Heart of Georgia Altamaha,No,30454,4097,ZCTA,2020 ZCTA 30454,44.078228,59.078838,20.413278,46.289003,70.6,113.3,8.4904785,24.438165,29.4,70.2,0,8.4151174,0,29.1,0,5.9503866,0,20.6,0,5.9503866,0,20.6,0,5.9503866,0,20.6,0,8.4151174,0,29.1,0,10.306372,0,35.7,20.413278,45.127049,70.6,107.5,4.6968603,16.295805,16.2,50,3.7936182,18.211827,13.1,59.4,0,8.4151174,0,29.1,0,5.9503866,0,20.6,0,11.900773,0,41.2,25.110138,49.07367,86.9,97.1,0,11.900773,0,41.2,1078407578.36035,319568.996682746
455,Central Savannah River Area,No,30477,4110,ZCTA,2020 ZCTA 30477,351.51548,93.84307,143.10581,65.008564,44.8,15.8,144.11941,71.536615,45.1,18.3,32.428686,29.036563,10.1,8.6,0,13.156414,0,4.1,0.06990358,12.63605,0,4,0,13.156414,0,4.1,0,18.605979,0,5.8,36.374875,38.046815,11.4,11.4,106.73094,52.711984,33.4,13.4,131.68666,67.95553,41.2,17.7,12.432748,22.35024,3.9,6.9,32.428686,29.036563,10.1,8.6,0,13.156414,0,4.1,0.06990358,26.056543,0,8.1,274.79247,94.042902,85.9,16.2,32.498589,34.29115,10.2,10.3,2057866158.20776,299179.217187184
456,Georgia Mountains,No,30547,4146,ZCTA,2020 ZCTA 30547,301.83984,101.95002,29.799424,43.154686,10.3,14.5,210.51715,100.58835,73,24.2,47.588561,39.37243,16.5,12.4,0.59170491,12.395243,0.2,4.3,0,11.843837,0,4.1,0,11.843837,0,4.1,0,16.749716,0,5.8,4.3189378,20.103997,1.5,6.9,25.480487,38.185812,8.8,12.9,120.12808,83.939712,41.6,25.3,90.389074,55.426899,31.3,15.9,47.588561,39.37243,16.5,12.4,0.59170491,12.395243,0.2,4.3,0,23.687675,0,8.2,149.9275,94.383273,52,27.4,48.180266,42.943065,16.7,13.7,1520098505.34229,255267.158847378
457,Northeast Georgia,No,30623,4184,ZCTA,2020 ZCTA 30623,4.268126,14.858015,0.13132694,7.3199311,6.3,347.2,1.9370725,9.8264,92.2,218.7,0,3.5874838,0,170.7,0.03283174,0.36239062,1.6,15.8,0,2.5367341,0,120.7,0,2.5367341,0,120.7,0,3.5874838,0,170.7,0.13132694,3.8692727,6.3,182,0,6.2137042,0,295.7,1.1491108,7.5473878,54.7,262.5,0.78796168,6.2924618,37.5,247.8,0,3.5874838,0,170.7,0.03283174,0.36239062,1.6,15.8,0,5.0734682,0,241.5,1.2804378,10.514012,60.9,419.2,0.03283174,4.4086718,1.6,209.7,27281344.1181641,24013.8712773024
458,MG / NE,No,30625,4186,ZCTA,2020 ZCTA 30625,166.3682,102.34091,2.6844839,40.157312,1.7,25.6,102.7721,90.027719,65.6,39.4,36.980725,30.300897,23.6,12.1,6.8638906,15.2801,4.4,9.3,7.3403239,35.986176,4.7,22.8,0,13.245769,0,8.5,0,18.732347,0,12,0.3355605,22.274442,0.2,14.2,2.3489234,33.413454,1.5,21.3,33.799181,55.885847,21.6,32.9,68.972922,70.581601,44,35.2,36.980725,30.300897,23.6,12.1,6.8638906,15.2801,4.4,9.3,7.3403239,42.677348,4.7,27.1,36.483665,68.817422,23.3,41.3,51.18494,49.463427,32.7,23.7,1415539646.02173,262677.421923604
459,Northwest Georgia,No,30721,4225,ZCTA,2020 ZCTA 30721,6743.6244,668.45461,957.03937,318.5321,14.9,4.7,4868.9552,668.38559,76,6.9,516.45078,190.3911,8.1,2.9,20.945349,57.866245,0.3,0.9,46.900923,80.791747,0.7,1.3,0,52.696542,0,0.8,0,74.524164,0,1.2,54.34455,104.93836,0.8,1.6,902.69482,300.75013,14.1,4.5,2629.5545,474.78463,41,6.1,2239.4007,470.44537,34.9,6.4,516.45078,190.3911,8.1,2.9,20.945349,57.866245,0.3,0.9,46.900923,121.89374,0.7,1.9,3586.5938,571.73695,56,6.8,584.29705,214.76634,9.1,3.2,3539615729.2207,596196.450893107
460,Northwest Georgia,No,30720,4224,ZCTA,2020 ZCTA 30720,3924.164,525.64698,787.18556,315.40696,21.5,8.1,2351.8769,450.27122,64.1,8.7,438.25986,194.83872,11.9,5.1,61.972415,55.512484,1.7,1.5,28.16,70.407937,0.8,1.9,0,41.544164,0,1.1,0,58.75232,0,1.6,35.353166,86.103424,1,2.3,751.83239,303.42669,20.5,7.8,1028.6084,287.16593,28,6.8,1323.2684,346.81394,36.1,8.1,438.25986,194.83872,11.9,5.1,61.972415,55.512484,1.7,1.5,28.16,100.67289,0.8,2.7,1815.794,426.55108,49.5,9.5,528.39228,214.47853,14.4,5.5,1360030496.07446,285827.614564633
461,Central Savannah River Area,No,30810,4256,ZCTA,2020 ZCTA 30810,206.84005,75.217848,48.675435,35.882447,27.8,17.5,124.31746,59.79006,71.1,20.6,1.772246,12.432269,1,7.1,0,11.636155,0,6.7,0.01447106,11.519288,0,6.6,0,11.636155,0,6.7,0.18479452,16.573335,0.1,9.5,3.865627,14.371461,2.2,8.2,44.809808,32.878733,25.6,16,72.614394,37.620405,41.5,14.5,51.703062,46.471027,29.6,24,1.772246,12.432269,1,7.1,0,11.636155,0,6.7,0.19926558,23.297415,0.1,13.3,121.28983,51.988892,69.3,13.3,1.7867171,20.558585,1,11.7,2341528135.06274,319537.941125419
462,Central Savannah River Area,No,30812,4257,ZCTA,2020 ZCTA 30812,13.400827,26.423766,0.96873449,12.257845,7.5,93.1,8.0727874,27.422992,62.1,170.5,2.1392887,12.325983,16.5,88.9,1.3320099,6.8190366,10.2,48.3,0.48436725,5.3984036,3.7,40.9,0,2.8412653,0,21.9,0,4.0181559,0,30.9,0,4.9212158,0,37.9,0.96873449,11.226593,7.5,85.1,2.7043839,16.558141,20.8,120.4,5.3684036,21.859745,41.3,146.5,2.1392887,12.325983,16.5,88.9,1.3320099,6.8190366,10.2,48.3,0.48436725,7.30487,3.7,55.7,3.6731183,20.601621,28.3,148.1,3.9556658,15.085485,30.4,98.8,2629293.93701172,8218.99679145571
463,Northeast Georgia,Yes,30655,4202,ZCTA,2020 ZCTA 30655,2953.2992,342.08612,360.79662,190.09394,12.9,6.6,1147.6097,308.88123,40.9,9.9,1145.5634,277.36726,40.8,8.6,119.88572,75.594502,4.3,2.6,12,39.901763,0.4,1.4,0,38.264222,0,1.4,19.395523,61.141299,0.7,2.2,31.407867,87.058609,1.1,3.1,329.38875,168.9867,11.7,5.9,475.34386,198.71357,16.9,6.8,672.26583,236.47523,24,7.9,1145.5634,277.36726,40.8,8.6,119.88572,75.594502,4.3,2.6,31.395523,82.42912,1.1,2.9,836.14048,274.99598,29.8,9.1,1277.4491,290.24003,45.5,8.8,2336688025.07422,408076.626648325
464,CSRA / NE,No,30631,4191,ZCTA,2020 ZCTA 30631,158.84337,57.359657,44.514616,38.854764,37.4,28.7,60.346555,38.004497,50.7,24.1,11.961461,15.707118,10.1,12.5,2.1896087,5.750316,1.8,4.8,0,14.046158,0,11.8,0,14.046158,0,11.8,0,19.864267,0,16.7,0.13333334,24.227745,0.1,20.4,44.381283,30.376126,37.3,20.3,17.531747,21.692972,14.7,17.2,42.814808,31.205076,36,21.6,11.961461,15.707118,10.1,12.5,2.1896087,5.750316,1.8,4.8,0,28.092316,0,23.6,62.046363,44.500311,52.1,30.5,14.15107,21.842029,11.9,17.7,5078759299.31885,546068.077727906
